888,0.54,0.45999999999999996,22111
688,0.42,0.31706,17819
151,0.46,0.54,6236
98,0.71,0.29000000000000004,7810
271,0.89,0.10999999999999999,6070
721,0.61,0.39,17448
876,0.38,0.4268,24352
652,0.73,0.27,14930
552,0.35,0.65,16780
411,0.59,0.41000000000000003,10398
245,0.89,0.09294,5659
875,0.32,0.49736,25287
111,0.39,0.51122,9601
58,0.65,0.35,6907
806,0.77,0.10376,17893
66,0.49,0.33182,10045
71,0.43,0.11274,20874
232,0.69,0.31000000000000005,5869
990,0.51,0.28042,23958
234,0.58,0.42000000000000004,6435
117,0.68,0.30831,6236
319,0.45,0.45128,9155
978,0.51,0.49,25134
935,0.42,0.5800000000000001,25712
89,0.85,0.15000000000000002,10430
573,0.41,0.5900000000000001,16559
664,0.54,0.0734,16068
200,0.51,0.49,6060
847,0.38,0.62,24563
521,0.43,0.48312,14171
563,0.79,0.20999999999999996,12498
428,0.62,0.38,10871
736,0.72,0.28,16707
168,0.69,0.31000000000000005,4804
57,0.64,0.19502,11787
578,0.4,0.6,16184
892,0.88,0.12,18910
421,0.48,0.24224,11367
974,0.78,0.21999999999999997,21038
578,0.36,0.37791,16473
587,0.65,0.35,13911
854,0.77,0.22999999999999998,18958
608,0.35,0.54063,17875
599,0.64,0.36,14435
213,0.5,0.12369,17551
737,0.6,0.05575,16729
192,0.37,0.00945,229382
446,0.47,0.53,12577
297,0.57,0.43000000000000005,8019
403,0.48,0.43594,10921
800,0.59,0.12456,18640
579,0.77,0.22999999999999998,12853
175,0.44,0.56,5670
418,0.43,0.22002,11578
338,0.51,0.01212,12810
644,0.64,0.1212,14747
214,0.79,0.20999999999999996,5200
312,0.38,0.06969,9079
155,0.6,0.4,4541
285,0.48,0.52,8578
524,0.79,0.20999999999999996,11685
992,0.33,0.6699999999999999,28867
102,0.38,0.62,4569
832,0.69,0.31000000000000005,19385
147,0.65,0.35,4733
357,0.77,0.22999999999999998,8282
58,0.34,0.098,37711
215,0.72,0.28,5547
656,0.54,0.12397,16137
880,0.51,0.34358,21736
79,0.48,0.52,5048
651,0.32,0.6799999999999999,20441
233,0.74,0.20434,5708
954,0.44,0.02474,23373
900,0.32,0.6799999999999999,27000
698,0.52,0.30831,17240
936,0.72,0.2356,20592
424,0.47,0.53,11490
249,0.3,0.46328,9362
573,0.79,0.06425,12491
147,0.7,0.30000000000000004,4101
489,0.6,0.4,12127
985,0.39,0.61,27875
442,0.52,0.10627,11315
428,0.76,0.10567,9844
267,0.4,0.02948,26433
467,0.57,0.42353,11955
720,0.55,0.44999999999999996,17784
752,0.46,0.42976,20003
83,0.61,0.39,6399
405,0.4,0.6,12231
562,0.78,0.21999999999999997,12532
260,0.51,0.05578,15132
670,0.6,0.4,16214
837,0.67,0.24359,18581
896,0.65,0.35,20697
239,0.68,0.14841,6046
849,0.65,0.35,19611
761,0.48,0.08928,18416
691,0.9,0.09999999999999998,14441
239,0.4,0.6,7743
647,0.65,0.35,15722
276,0.36,0.46501,10101
146,0.47,0.29767,7475
734,0.55,0.44999999999999996,18276
360,0.42,0.5800000000000001,10908
585,0.3,0.5536,17842
547,0.32,0.44609,16792
786,0.56,0.22431,18864
659,0.31,0.69,20758
840,0.52,0.45582,21420
17,0.48,0.0368,100300
287,0.54,0.39927,7863
651,0.38,0.08137,17316
879,0.9,0.09999999999999998,18107
409,0.78,0.21999999999999997,9325
275,0.71,0.29000000000000004,6820
849,0.62,0.0303,19187
980,0.6,0.06656,22442
414,0.5,0.46837,11219
174,0.43,0.28006,6977
881,0.9,0.09999999999999998,18412
135,0.54,0.45999999999999996,5575
474,0.77,0.22999999999999998,10665
901,0.73,0.27,19912
898,0.56,0.25521,21641
271,0.8,0.05735,6205
8,0.56,0.43999999999999995,7592
737,0.33,0.04183,19899
200,0.79,0.20999999999999996,4880
352,0.69,0.31000000000000005,8412
297,0.52,0.10054,7751
578,0.7,0.30000000000000004,13294
210,0.46,0.36932,7455
627,0.79,0.20999999999999996,13794
15,0.53,0.30448,8172
929,0.68,0.31999999999999995,21088
945,0.82,0.18000000000000005,19939
481,0.87,0.13,10533
180,0.78,0.17497,7308
21,0.56,0.14314,29744
368,0.55,0.04375,9273
504,0.36,0.13743,16682
882,0.48,0.52,23284
996,0.42,0.33897,25696
781,0.48,0.52,20306
315,0.7,0.30000000000000004,7749
843,0.62,0.38,20232
135,0.7,0.30000000000000004,5778
15,0.69,0.31000000000000005,11673
730,0.55,0.44999999999999996,18250
147,0.87,0.13,5968
368,0.51,0.49,10230
785,0.8,0.01608,16563
127,0.42,0.5800000000000001,5689
159,0.87,0.13,5692
725,0.86,0.14,15442
738,0.5,0.08049,17195
683,0.42,0.25659,18099
360,0.81,0.18999999999999995,8244
656,0.5,0.5,17121
219,0.83,0.17000000000000004,5234
32,0.6,0.4,7865
511,0.37,0.49458,14972
52,0.82,0.18000000000000005,14331
172,0.34,0.58701,6432
782,0.77,0.22999999999999998,17673
6,0.55,0.44999999999999996,6167
122,0.35,0.65,6819
560,0.44,0.17432,14560
356,0.35,0.5497,11285
914,0.83,0.17000000000000004,19468
322,0.83,0.17000000000000004,7502
651,0.65,0.33145,15428
287,0.58,0.42000000000000004,8093
439,0.66,0.15879,10623
744,0.39,0.61,20980
572,0.54,0.3997,14471
258,0.79,0.20999999999999996,6192
922,0.77,0.22999999999999998,19915
940,0.77,0.02011,19834
355,0.85,0.06066,7845
625,0.78,0.21999999999999997,13750
289,0.73,0.27,7109
347,0.33,0.6699999999999999,11312
21,0.47,0.53,5884
486,0.6,0.4,12150
956,0.41,0.5900000000000001,26098
901,0.89,0.10999999999999999,18830
45,0.52,0.40882,8208
183,0.62,0.26457,5435
121,0.6,0.4,5892
776,0.82,0.08015,16606
310,0.48,0.07795,8866
769,0.58,0.33348,18763
749,0.89,0.10999999999999999,15803
535,0.45,0.55,14284
413,0.48,0.39893,10903
286,0.33,0.28923,9123
782,0.75,0.25,17516
946,0.7,0.30000000000000004,21663
845,0.63,0.37,20280
128,0.79,0.20999999999999996,8422
945,0.58,0.42000000000000004,23247
550,0.32,0.01092,15950
965,0.8,0.19999999999999996,20940
385,0.45,0.27537,11165
745,0.31,0.43667,21009
856,0.47,0.00933,20972
484,0.37,0.17521,13600
414,0.64,0.36,10225
882,0.79,0.15718,18433
854,0.84,0.16000000000000003,18361
247,0.7,0.30000000000000004,6175
545,0.79,0.20999999999999996,12153
999,0.72,0.28,22377
42,0.52,0.06932,73844
956,0.32,0.03824,26003
980,0.86,0.14,20384
465,0.74,0.19142,10788
445,0.36,0.36795,13305
650,0.33,0.23715,17615
481,0.61,0.09632,11592
947,0.58,0.40675,23106
132,0.38,0.38357,7418
873,0.61,0.39,20340
303,0.65,0.35,7665
958,0.43,0.08954,24045
647,0.77,0.22999999999999998,14557
777,0.37,0.63,22377
319,0.82,0.18000000000000005,7273
474,0.31,0.11909,18154
728,0.61,0.20938,17035
759,0.69,0.23197,17305
529,0.88,0.12,11214
715,0.7,0.30000000000000004,16588
638,0.69,0.02937,14291
607,0.82,0.18000000000000005,13171
16,0.49,0.05412,59155
145,0.84,0.16000000000000003,8888
787,0.56,0.1909,18888
128,0.7,0.30000000000000004,4620
551,0.64,0.12757,12838
852,0.42,0.25959,22066
452,0.61,0.16512,11074
461,0.32,0.09346,13691
208,0.81,0.13964,5033
652,0.45,0.3901,17408
275,0.67,0.32999999999999996,6957
684,0.45,0.32965,17784
60,0.38,0.62,5472
432,0.48,0.52,12009
239,0.3,0.27641,14531
581,0.84,0.16000000000000003,12607
771,0.84,0.16000000000000003,16191
778,0.79,0.20999999999999996,16804
759,0.41,0.00535,19278
152,0.44,0.56,5532
554,0.9,0.09999999999999998,11689
186,0.46,0.54,6286
140,0.5,0.5,6104
654,0.79,0.20999999999999996,14453
931,0.87,0.13,19830
450,0.42,0.5800000000000001,12780
648,0.65,0.35,15487
102,0.44,0.56,5824
853,0.35,0.07724,22178
696,0.55,0.30581,17121
341,0.83,0.17000000000000004,7808
462,0.47,0.46974,12612
883,0.9,0.09999999999999998,18101
876,0.52,0.34678,21724
76,0.64,0.36,8747
964,0.84,0.16000000000000003,20244
502,0.74,0.26,11546
459,0.64,0.36,11245
344,0.35,0.48965,10732
13,0.59,0.41000000000000003,7642
502,0.89,0.10999999999999999,10793
968,0.75,0.0463,20618
238,0.49,0.23279,7068
166,0.52,0.25654,6025
105,0.54,0.45999999999999996,5176
763,0.62,0.38,18846
80,0.68,0.25538,9344
895,0.84,0.16000000000000003,18884
412,0.85,0.15000000000000002,9352
695,0.75,0.25,15637
880,0.61,0.31902,19888
100,0.57,0.43000000000000005,5920
681,0.66,0.33999999999999997,15799
760,0.76,0.06249,16644
317,0.65,0.35,8020
51,0.65,0.25293,11352
75,0.77,0.22999999999999998,9210
598,0.65,0.35,14053
753,0.41,0.10007,19352
966,0.61,0.39,22701
688,0.85,0.15000000000000002,14516
730,0.45,0.12678,18396
726,0.49,0.36627,18440
666,0.56,0.09684,15651
337,0.35,0.3215,10548
566,0.68,0.14947,13074
786,0.38,0.62,22322
429,0.84,0.16000000000000003,9266
96,0.88,0.12,10243
895,0.36,0.60618,25686
523,0.72,0.06732,11715
290,0.38,0.38168,9889
363,0.88,0.12,7840
439,0.83,0.14161,9570
626,0.41,0.5900000000000001,17841
262,0.43,0.5700000000000001,7781
865,0.88,0.12,18338
468,0.77,0.22999999999999998,10810
436,0.87,0.13,9504
923,0.87,0.08609,19752
965,0.54,0.00479,21616
434,0.44,0.56,12282
850,0.82,0.18000000000000005,18275
67,0.64,0.36,8810
524,0.76,0.24,11999
932,0.82,0.18000000000000005,20131
674,0.83,0.17000000000000004,14693
829,0.61,0.39,19315
270,0.55,0.35487,8370
922,0.73,0.22714,20745
729,0.33,0.6699999999999999,22234
241,0.86,0.14,5543
477,0.31,0.69,15120
520,0.64,0.17652,12428
443,0.34,0.02646,12891
373,0.68,0.31999999999999995,9138
732,0.7,0.30000000000000004,17055
184,0.32,0.6799999999999999,7139
786,0.32,0.6799999999999999,24208
966,0.51,0.06811,22894
544,0.48,0.15585,14144
378,0.57,0.43000000000000005,9941
433,0.72,0.28,10132
799,0.41,0.07687,20534
403,0.51,0.38764,10437
751,0.63,0.37,17423
962,0.53,0.24932,22799
226,0.67,0.32999999999999996,5763
721,0.68,0.31999999999999995,16510
139,0.45,0.07077,34277
60,0.69,0.31000000000000005,12030
946,0.45,0.24394,24123
212,0.66,0.19409,5533
760,0.9,0.09999999999999998,15504
895,0.86,0.14,19063
732,0.51,0.1833,18226
653,0.39,0.61,18545
303,0.53,0.0303,8514
776,0.31,0.38863,22892
447,0.54,0.45999999999999996,11979
372,0.65,0.33747,9262
471,0.55,0.44999999999999996,12293
523,0.41,0.50113,14696
677,0.67,0.32999999999999996,16180
768,0.85,0.15000000000000002,16204
471,0.43,0.33641,13046
681,0.62,0.38,16344
958,0.7,0.30000000000000004,21650
412,0.53,0.03759,10300
488,0.32,0.27972,14200
569,0.43,0.5700000000000001,15761
160,0.39,0.61,6240
852,0.83,0.17000000000000004,18062
419,0.58,0.42000000000000004,10684
904,0.49,0.1727,22148
914,0.74,0.26,20565
562,0.5,0.5,15061
713,0.65,0.03216,15971
392,0.35,0.63392,12073
555,0.51,0.17615,13708
785,0.44,0.22778,19703
76,0.64,0.36,8633
639,0.38,0.4021,18019
243,0.6,0.4,6512
856,0.58,0.26212,20201
368,0.56,0.43999999999999995,9825
663,0.82,0.18000000000000005,14387
771,0.62,0.07162,17116
945,0.31,0.30236,25893
