0.32,28366.666666666668
0.65,11416.666666666666
0.42,21216.666666666668
0.51,12400.0
0.68,11383.333333333334
0.63,11533.333333333334
0.82,10866.666666666666
0.79,11000.0
0.41,13250.0
0.66,13366.666666666666
0.54,20266.666666666668
0.68,11450.0
0.69,11500.0
0.33,48950.0
0.86,10750.0
0.7,11250.0
0.42,14150.0
0.44,23233.333333333332
0.34,24466.666666666668
0.61,11700.0
0.52,12450.0
0.81,10750.0
0.42,13150.0
0.83,10800.0
0.46,12916.666666666666
0.77,10950.0
0.55,11983.333333333334
0.72,11266.666666666666
0.85,10666.666666666666
0.52,12416.666666666666
0.56,12100.0
0.87,10650.0
0.38,22516.666666666668
0.66,11416.666666666666
0.31,41733.333333333336
0.83,10883.333333333334
0.33,23983.333333333332
0.47,12666.666666666666
0.43,29000.0
0.55,12200.0
0.7,11350.0
0.58,11950.0
0.62,11716.666666666666
0.81,10966.666666666666
0.39,13716.666666666666
0.66,11366.666666666666
0.55,12200.0
0.44,15716.666666666666
0.88,10600.0
0.52,12316.666666666666
0.48,12666.666666666666
0.65,11416.666666666666
0.75,11333.333333333334
0.67,11583.333333333334
0.59,11933.333333333334
0.38,36133.333333333336
0.73,11100.0
0.56,12066.666666666666
0.43,21000.0
0.52,12100.0
0.6,11716.666666666666
0.85,10816.666666666666
0.63,11800.0
0.46,12783.333333333334
0.8,11083.333333333334
0.77,11083.333333333334
0.42,23000.0
0.81,10983.333333333334
0.45,12850.0
0.66,11416.666666666666
0.55,12200.0
0.38,14400.0
0.64,11416.666666666666
0.72,11300.0
0.61,11500.0
0.63,11700.0
0.69,11483.333333333334
0.58,12116.666666666666
0.89,10650.0
0.59,11800.0
0.78,11016.666666666666
0.72,11283.333333333334
0.53,12250.0
0.41,21100.0
0.88,10600.0
0.56,12166.666666666666
0.54,12233.333333333334
0.35,15066.666666666666
0.43,13066.666666666666
0.57,19833.333333333332
0.36,18183.333333333332
0.77,10883.333333333334
0.86,10866.666666666666
0.61,11733.333333333334
0.68,11450.0
0.62,11716.666666666666
0.47,12666.666666666666
0.34,37750.0
0.56,12166.666666666666
0.38,13683.333333333334
0.7,11333.333333333334
0.49,12450.0
0.41,18800.0
0.67,11350.0
0.58,11916.666666666666
0.31,42083.333333333336
0.7,11400.0
0.87,10616.666666666666
0.86,10600.0
0.61,11750.0
0.7,11366.666666666666
0.48,12666.666666666666
0.77,11083.333333333334
0.34,19700.0
0.74,11066.666666666666
0.59,11683.333333333334
0.51,12216.666666666666
0.54,12233.333333333334
0.84,10666.666666666666
0.69,11450.0
0.3,18900.0
0.66,11483.333333333334
0.85,10700.0
0.77,11133.333333333334
0.46,12766.666666666666
0.61,11516.666666666666
0.73,11216.666666666666
0.9,10533.333333333334
0.57,12000.0
0.82,10700.0
0.81,10716.666666666666
0.82,10883.333333333334
0.39,15316.666666666666
0.69,11483.333333333334
0.65,11566.666666666666
0.89,10750.0
0.35,34616.666666666664
0.6,11766.666666666666
0.89,10550.0
0.62,11616.666666666666
0.6,11866.666666666666
0.59,11983.333333333334
0.32,37833.333333333336
0.8,10866.666666666666
0.84,10783.333333333334
0.68,11200.0
0.57,12000.0
0.34,42950.0
0.31,40666.666666666664
0.47,20516.666666666668
0.56,11983.333333333334
0.49,12650.0
0.37,13983.333333333334
0.32,23950.0
0.33,22033.333333333332
0.56,12150.0
0.34,20666.666666666668
0.55,12033.333333333334
0.83,10883.333333333334
0.51,12383.333333333334
0.38,14016.666666666666
0.4,15933.333333333334
0.33,22283.333333333332
0.64,11433.333333333334
0.77,10983.333333333334
