0.01538,11350.0
0.07956,11500.0
0.0411,11550.0
0.33667,11550.0
0.04506,11550.0
0.31855,11550.0
0.04724,11600.0
0.04308,11600.0
0.08408,11600.0
0.07438,11600.0
0.34087,11650.0
0.08666,11650.0
0.25713,11650.0
0.07216,11650.0
0.30584,11650.0
0.1333,11650.0
0.24846,11700.0
0.06054,11700.0
0.32031,11700.0
0.13592,11700.0
0.08321,11700.0
0.01241,11700.0
0.00365,11700.0
0.10795,11700.0
0.18105,11700.0
0.15265,11750.0
0.0156,11750.0
0.26204,11750.0
0.38028,11750.0
0.0203,11750.0
0.07208,11750.0
0.20233,11750.0
0.08239,11750.0
0.04782,11750.0
0.22661,11750.0
0.15897,11750.0
0.32907,11800.0
0.328,11800.0
0.12307,11800.0
0.01787,11800.0
0.01142,11800.0
0.0289,11800.0
0.05404,11800.0
0.01834,11800.0
0.0623,11800.0
0.04647,11800.0
0.05019,11800.0
0.06285,11800.0
0.10428,11800.0
0.31173,11800.0
0.04523,11800.0
0.26069,11800.0
0.04513,11800.0
0.00744,11800.0
0.04744,11800.0
0.30884,11800.0
0.07049,11800.0
0.16708,11800.0
0.08041,11800.0
0.0588,11850.0
0.30093,11850.0
0.101,11850.0
0.20138,11850.0
0.17101,11850.0
0.00713,11850.0
0.18603,11850.0
0.19314,11850.0
0.15551,11850.0
0.09291,11850.0
0.34764,11850.0
0.00172,11850.0
0.03843,11850.0
0.15685,11850.0
0.30782,11850.0
0.03977,11850.0
0.09935,11850.0
0.14625,11850.0
0.30242,11850.0
0.25107,11850.0
0.09308,11850.0
0.30789,11900.0
0.13873,11900.0
0.14739,11900.0
0.01415,11900.0
0.12209,11900.0
0.31547,11900.0
0.08049,11900.0
0.03264,11900.0
0.1006,11900.0
0.07118,11900.0
0.01038,11900.0
0.31375,11900.0
0.07649,11900.0
0.20853,11900.0
0.14104,11900.0
0.17695,11900.0
0.04808,11900.0
0.21165,11900.0
0.08763,11900.0
0.32119,11900.0
0.14535,11900.0
0.05708,11900.0
0.3283,11900.0
0.14861,11900.0
0.21576,11900.0
0.05955,11900.0
0.15479,11900.0
0.04357,11950.0
0.06955,11950.0
0.15088,11950.0
0.08327,11950.0
